,content,replyCount,retweetCount,likeCount,quoteCount,year,month,day
87,"Fakten statt #FakeNews.  AstraZeneca, BioNtech oder Moderna? Klar ist: Nur Impfen schützt umfassend. Wir sind den Gerüchten über die Impfstoffe auf den Grund gegangen:
👉🏼 https://t.co/03uDzU7rDe https://t.co/Hq2QqSxPTG",37,18,66,1,2021,2,19
88,"Vor einem Jahr fielen zehn Frauen &amp; Männer dem menschenverachtenden, rassistischen Attentat in Hanau zum Opfer. Die Erinnerung an die Opfer von Hanau ist ein Auftrag an jeden Einzelnen in unserem Land, Rechtsextremismus, Hass &amp; Hetze jeden Tag im Keim zu ersticken. #saytheirnames https://t.co/nmUJqDwGb5",91,41,216,25,2021,2,19
89,"Mehr Informationen gibts hier: 👇🏼
https://t.co/428Z25hKFw",9,4,17,1,2021,2,18
90,"Grüne &amp; FDP blockieren im #Bundesrat das Anti-Hass-Gesetz fürs Netz. #CDU-Vize #Strobl fordert jetzt „ein schnelles Vermittlungsverfahren”. Wir meinen: #Opferschutz kommt vor Datenschutz. Wer Täter schützt, macht neue Taten möglich. Das müssen auch Grüne &amp; FDP endlich begreifen. https://t.co/mxNQ0r8zVa",94,13,65,10,2021,2,18
91,"🎂🎉 Unser Chef feiert heute runden Geburtstag. Wir denken, das wird nicht das einzige sein, was es für ihn in diesem Jahr noch zu feiern gibt 😉 Alles Gute zum 60. Geburtstag, lieber @ArminLaschet! https://t.co/Emi8p3PZie",97,36,320,8,2021,2,18
92,"💙🍻 Heute wird auf den Putz gehauen – natürlich nur politisch 😉. Am Politischen #Aschermittwoch ist unser Vorsitzender @ArminLaschet erst #gemeinsAM #doahoAM mit der @CSU &amp; später zu Gast bei der @cdurlp. Einschalten:  
👉🏼https://t.co/ltuOz6Yzql   
👉🏼https://t.co/R1lXJpAV1x https://t.co/AjNKhhl23z",42,12,67,1,2021,2,17
93,"Die 🇩🇪 Wirtschaft braucht neue Impulse, um nach Corona wieder stark zu werden. #CDU-Chef @ArminLaschet fordert deshalb beim Wirtschaftsrat BW: Soziale Marktwirtschaft mit Umwelt- und #Klimaschutz vereinen. Digitaler und moderner werden. #Innovationen mit mehr Mut begegnen. https://t.co/nPnm8DXkol",258,30,186,13,2021,2,16
94,"Ob bei Regen, bei Schnee oder hoch zu Ross: Unsere Wahlkämpfer in Baden-Württemberg und Rheinland-Pfalz kämpfen weiterhin um jede Stimme. 
⏰ In weniger als 4 Wochen kann in beiden Ländern der Wechsel gelingen. 🚀 Bis dahin heißt es: Gemeinsam kämpfen, als #teamCDU https://t.co/K9XtsUm42X",43,11,36,0,2021,2,15
95,"Ein stilles „Helau“ und „Alaaf“ - Distanz statt Schunkeln, #Corona-Regeln statt Bützchen, keine Umzüge, keine strahlenden Kinderaugen – Corona verlangt von uns allen viel mehr ab, als wir uns das vorstellen können. Bleibt tapfer und haltet zusammen! 💪🏼 
👉🏼https://t.co/sZVxP87hGL https://t.co/cijyKTFA5F",32,8,30,0,2021,2,15
96,"Hier gehts zum Livestream: 
👉🏼 https://t.co/5hpdRRGWHf",6,2,7,0,2021,2,15
97,"Der Countdown läuft! Noch 27 Tage bis zur Landtagswahl in Baden-Württemberg. Wir unterstützen! Heute: Videokonferenz unseres Vorsitzenden @ArminLaschet mit dem Landtagskandidaten in Ulm, Dr. Thomas Kienle. #Innovation fördern, #Mobilität unterstützen. Dafür steht Thomas #Kienle.",14,3,33,0,2021,2,15
98,"#Connect ist das Herzstück ♥️ unserer Kampagne. Als #TeamCDU wollen wir die Menschen in unserem Land von uns überzeugen. Wie gelingt uns das? Von Tag zu Tag. Von Tür zu Tür - Innovativ. Dynamisch. Digital. 🙌🏼
Das ist Connect. Das klingt spannend? Mitmachen: 👉🏼 @connectcdu 🚀 https://t.co/hP83hsL6Wi",54,19,76,4,2021,2,13
99,Wie unser Generalsekretär sagt: Muss man wissen.👇 https://t.co/PUZC2hCjC0,64,32,169,6,2021,2,12
100,"Heute war der amtierende Bundesratspräsident, Dr. @reinerhaseloff, zu Gast beim Bundestagspräsidenten, Dr. Wolfgang #Schäuble. Sie stehen an der Spitze zweier wichtiger Verfassungsorgane. Unsere repräsentative Demokratie ist stark. Und unser aller Einsatz wert. #Bundesrat1000 https://t.co/NosfsHXczK",22,6,40,1,2021,2,12
101,Heute schon etwas vor? 🧐 Interesse an Datenökonomie &amp; #KI? Lust auf Zukunft? Dann haben wir 2 Tipps. Einmal drüben bei #Clubhouse &amp; einmal auf #Insta. Vorbeischauen lohnt sich. #JetztZukunft #wegenmorgen @cducsubt @NadineSchoen @RonjaKemmer @FarukTncr @lietzkow @cio_bund 👇 https://t.co/QQ2sYEhTdt,10,3,16,0,2021,2,12
102,Heute kommt der @bundesrat zur 1000. Sitzung in seiner Geschichte zusammen. Ministerpräsident Dr. @reinerhaseloff ist derzeit der #Bundesratspräsident. Wir gratulieren herzlich und wünschen nicht nur für heute gute Beratungen. #Bundesrat1000 https://t.co/Zk32UvJoIY,11,13,68,2,2021,2,12
103,"Ganz, ganz wichtiger Beschluss! 👇 https://t.co/NVJxG4u6t7",13,4,41,1,2021,2,11
104,Danke @bundeswehrInfo. Starke Truppe und wie immer im Dienst des Landes. Tausende Soldatinnen und Soldaten geben dem #FürEuchGemeinsamStark Tag für Tag ein Gesicht. Dafür sagen wir Danke. Und stehen #AnEurerSeite. #Amtshilfe funktioniert. 👇 https://t.co/S6pjfvq5u7,7,9,33,1,2021,2,11
105,"Die #Bundeskanzlerin hat heute in ihrer #Regierungserklärung auf die Erfolge im Kampf gegen das Virus aufmerksam gemacht und gleichzeitig vor den Gefahren der Mutationen gewarnt. Entscheidend bleibt: „Wir können es gemeinsam schaffen, die Pandemie zu besiegen“. https://t.co/PiksSAxwYC",361,24,116,33,2021,2,11
106,"Unser Hashtag-Tipp des Tages: #112live. Beeindruckend, was die Feuerwehrfrauen und -männer jeden Tag für uns leisten. Danke dafür - wir stehen #AnEurerSeite! #TagdesNotrufs #Twittergewitter",10,7,63,0,2021,2,11
107,💡🧐 Schon gewusst: Notruf heißt in Estland “Hädaabi” und in Slowenien “Klic v silli”. Hier einige weitere Fakten zur Notrufnummer 112. 👇🏼 #TagdesNotrufs https://t.co/DyIqSTLiIm,1,2,20,0,2021,2,11
108,"🚨 Heute ist der 🇪🇺 #TagdesNotrufs. 3 Ziffern, die Leben retten. Rettungskräfte geben im Einsatz alles. Dabei erfahren sie nicht immer nur Anerkennung. Deshalb sagen wir nicht nur heute Danke für Euren Einsatz. Wir stehen #AnEurerSeite. Jetzt mitmachen: 
👉🏼https://t.co/YkET1us7p6 https://t.co/sTaHbFSf2r",4,13,56,3,2021,2,11
109,Pressebriefing mit @ArminLaschet gleich gegen 20:15 Uhr 👇 https://t.co/brnd9ytHEO,17,4,25,0,2021,2,10
110,Hier sind die Beschlüsse der #Ministerpräsidentenkonferenz vom heutigen Tag. 👇 https://t.co/16x4p7NUl6,92,51,112,12,2021,2,10
111,"Sich einfach mit dem Handy ausweisen? Das soll in Zukunft möglich sein. Aus „Ihre Papiere, bitte.“ wird damit: „Ihr Smartphone, bitte.“😉 Mit dem Online-Ausweis auf dem Handy wird vieles einfacher &amp; schneller. Mehr Infos 👉https://t.co/Br2CNNqWto https://t.co/yt6bnWXmXC",119,25,86,56,2021,2,10
112,"💥 Ein besonderes Highlight am Tag 3 der Data Week der @cducsubt: #DataTalk mit Tech-Investor @frank_thelen &amp; MdB @ThomasHeilmann.
 
Gleich geht's los: 15.00 Uhr – live drüben auf dem Instagram-Kanal der Fraktion. Einschalten! #JetztZukunft #wegenmorgen https://t.co/HU7f1CoKNj",3,8,18,0,2021,2,10
113,Was unser Generalsekretär sagt. - Ein starker Plan für eine starke Truppe! @akk @BundeswehrGI @bundeswehrInfo #AnEurerSeite https://t.co/ue0Mx9YYEz,15,4,28,2,2021,2,10
114,"Kinderhospize machen unser Land reicher – reicher an Menschlichkeit, an Wärme, an Einfühlsamkeit. Gerade in Zeiten der Krise dürfen wir das nicht vergessen. Es gibt viele Möglichkeiten, genau das zu unterstützen. Alle Infos hier 👉 https://t.co/tkeNrW6sno",5,7,24,0,2021,2,10
115,"#TagderKinderhospizarbeit – auch als #KAH sagen wir Danke allen Mitarbeitern in Kinderhospizen. Wir fühlen uns verbunden mit Kindern mit lebensverkürzender Erkrankung &amp; ihren Familien. Da wo Worte fehlen, bieten Kinderhospize eine Schulter zum Anlehnen &amp; eine Hand zum Halten. https://t.co/ASo8fouAfP",13,22,77,0,2021,2,10
116,🌐🔒 Happy #SaferInternetDay! Schauen Sie gerne beim heutigen #DataTalk der @cducsubt rein: Mit @wiebkewinter &amp; @TSchipanski. ⏰ 20:30 Uhr. Mehr Infos 👇 https://t.co/PfqWEFEp4B,7,5,14,1,2021,2,9
117,#wegenmorgen - innovativ und verantwortlich bei der Nutzung von Daten. So entsteht Zukunft. #JetztZukunft https://t.co/nYPcLBe8om,19,3,27,2,2021,2,9
118,"Our party leader @ArminLaschet defined the fundamentals of German foreign policy in an interview with the journal @IPQuarterly: Franco-German friendship, strong Europe, transatlantic partnership and responsibility for Israel.
👇🏼 https://t.co/YuC3cnMjRu",83,21,101,8,2021,2,8
119,"Unser Vorsitzender @ArminLaschet hat in einem Grundsatzinterview der Zeitschrift @Int_Politik die Grundkonstanten deutscher Außenpolitik definiert: Deutsch-französische Freundschaft, mehr Europa, transatlantisches Bündnis und Verantwortung für Israel.
👉🏼https://t.co/SfnGnxWzru",34,19,76,5,2021,2,8
120,#JetztZukunft #wegenmorgen - weil es uns ums Morgen geht. 👇 https://t.co/Kt3w6ZZRPw,24,4,20,1,2021,2,8
121,"❄️ Liebe Straßenmeistereien, liebe #Feuerwehr- und Rettungskräfte, liebe Polizistinnen und Polizisten, liebes @THWLeitung, liebe Pannendienste, wir sagen #DANKE!🙏 Ihr seid täglich für uns &amp; unsere Sicherheit da. Das ist keine Selbstverständlichkeit - gerade jetzt. #AnEurerSeite https://t.co/1eLaLUcPMV",33,43,185,4,2021,2,8
122,"Wir sind dankbar für sein Wirken für ein freies, demokratisches und friedliches Deutschland. 
Mehr Informationen zu seinem Leben: 
https://t.co/uhOzLLolir 
👇🏼",4,4,17,0,2021,2,8
123,„Voll Gottvertrauen wollen wir unseren Kindern und Enkeln eine glückliche Zukunft erschließen.“ – So heißt es im Berliner Gründungsaufruf der #CDU. Mitunterzeichner: Jakob #Kaiser. Heute vor 133 Jahren wurde dieser Widerstandskämpfer und große Christdemokrat geboren. https://t.co/9ZpNFScd9C,34,16,90,4,2021,2,8
124,"Der Präsident des @rki_de, Lothar Wieler, feiert heute seinen 60. Geburtstag. Die #CDU wünscht alles erdenklich Gute. Wir sind dankbar für Ihre wichtige Arbeit - nicht nur in Zeiten von #Corona. Feiern Sie heute mit Abstand. Und vor allem: Bleiben Sie gesund! https://t.co/J41osnQ6Ho",322,49,753,41,2021,2,8
125,"Die #Corona-Pandemie hat uns weiter fest im Griff. Besonders heftig grassiert das Virus zurzeit in Portugal. Die #Bundeswehr hilft vor Ort. So geht europäische Solidarität! 🇪🇺
👇🏼 https://t.co/CTcmQ2uHDP",22,5,17,1,2021,2,7
126,"Koalitions-Ausschuss: Die große Koalition greift Unternehmen mit Verlusten durch die Corona-Krise stärker unter die Arme. Außerdem werden #Familien und Menschen in der Grundsicherung finanziell unterstützt. 💸 
👇🏼 https://t.co/p7j2oWk1zd",14,3,10,2,2021,2,7
127,"Nach dem #Impfgipfel am Montag ist klar: Es wird mehr Anti-Corona-Impfstoff für Deutschland geben. Alle Bürgerinnen und Bürger sollen bis Ende September geimpft sein – wenn sie das wollen.  
👇🏼 https://t.co/6G8OoLbvXJ",6,1,6,1,2021,2,7
128,🗞 #Lesetipps für den verregneten oder verschneiten Sonntag: Wir blicken zurück auf eine ereignisreiche Woche und legen Ihnen noch einmal folgende Artikel ans Herz: https://t.co/pjvMYMpS3Y,16,6,24,0,2021,2,7
129,"„Es geht darum, dass wir in einem großen Konsens zusammen eine Lösung finden! Bei den Corona-Maßnahmen müssen Schulen, #Bildung, Kinderbetreuung höchste Priorität haben!” betonte @ArminLaschet auf dem Landesparteitag der @CDUNds im Hinblick auf die #Ministerpräsidentenkonferenz.",60,7,36,2,2021,2,6
130,"Ob in der Landes-, Bundes- oder der Europapolitik. Menschen aus #Niedersachsen gestalten unsere Politik auf allen Ebenen: „Im #teamCDU zähle ich auf die sturmfesten und erdverwachsenen Niedersachsen und freue mich auf die Zusammenarbeit!“, so @ArminLaschet beim #lpt2021 @CDUNds",15,4,40,2,2021,2,6
131,Herzlichen Glückwunsch auch an @SebLechner zur Wahl zum Generalsekretär der @CDUNds! 🎉 https://t.co/tl5xJF07jW,10,2,48,1,2021,2,6
132,"Herzlichen Glückwunsch, lieber @althusmann zu diesem Ergebnis! So geht es #gemeinsamstark in dieses #Superwahljahr! 🚀 https://t.co/gl0YkWj9CF",9,5,39,0,2021,2,6
133,"Mit dem Motto #gemeinsamstark führt die @CDUNds ihren Landesparteitag heute voll digital durch 🚀. Zu Gast ist auch unser Parteivorsitzender @ArminLaschet. Gemeinsam für die Zukunft Deutschlands. #teamCDU #wegenmorgen
👇🏼 https://t.co/OO7fDlBlVb",9,4,29,1,2021,2,6
134,"Liebe @CDUNds, wir wünschen Euch heute einen erfolgreichen digitalen Landesparteitag. 🚀

Für alle, die ab 9.30 Uhr live am 🖥 dabei sein wollen:
👉🏼 https://t.co/OO7fDlBlVb",15,5,37,2,2021,2,6
135,"Politik wird vor Ort gemacht. Das beweisen die über 4000 Politikerinnen &amp; Politiker, die bei der #Kommunalwahl in Hessen antreten. Jeder Einzelne kann lokal zu etwas Gutem beitragen! @ArminLaschet unterstützte die @cdu_hessen heute Abend mit seinem Auftritt beim #KünzellerTreffen",19,9,46,3,2021,2,5
136,👉🏼 https://t.co/tnQjPGHOYj,7,3,12,0,2021,2,5
137,"Die Corona-Pandemie bleibt trotz rückläufiger Fallzahlen eine ernste Bedrohung, die täglich hunderte Menschenleben kostet. @ArminLaschet mahnte beim #KünzellerTreffen der @cdu_hessen bisher Erreichtes nicht zu verspielen &amp; dennoch Bildungschancen für Kinder im Blick zu haben.",35,3,30,3,2021,2,5
138,"„Wir müssen die Welt nehmen, wie sie ist, um sie besser zu machen!“🌎 
Im Interview mit der Nachrichtenagentur @reuters_de äußert sich unser Parteivorsitzender @ArminLaschet ausgiebig zum Thema #Außenpolitik &amp; 🇪🇺.  
Das gesamte Interview lesen Sie hier:
👉🏼 https://t.co/kGTKYDQRYF https://t.co/dKOUX57XBY",68,8,62,10,2021,2,5
139,".@jensspahn bei der PK zur aktuellen #Corona-Lage: Auch wenn noch weitere harte Wochen vor uns liegen – wir sind auf dem Weg raus aus der Pandemie. Und diesen Weg gehen wir entschlossen, aber vorsichtig. 
👉🏼  https://t.co/x35ml4bgWn https://t.co/eCHhutMmkw",44,5,19,2,2021,2,5
140,"Der höchste Inzidenzwert weltweit. Die Bundeswehr hilft 🇵🇹 gegen Corona. 26 Mediziner sind vor Ort, mit 50 Beatmungs- &amp; 150 Infusionsgeräten. @akk: ,,Solidarität in 🇪🇺 ist in diesen Zeiten unverzichtbar.""
Die #CDU sagt: Danke! #gemeinsamgegencorona
👉🏼https://t.co/sHluu6AmHV https://t.co/Q69uFS7d62",18,9,71,2,2021,2,5
141,"BKin #Merkel betont im Interview mit @RTLde, dass sie keine falschen Hoffnungen wecken will. Schnelles Öffnen, um dann wieder zuzumachen, das haben leider viele unserer Nachbarn gemacht. Das hilft nicht, denn wir brauchen den nachhaltigen Weg aus der Krise. #gemeinsamgegencorona https://t.co/PnP9S7BfMW",157,32,178,10,2021,2,4
142,"Zuhören und Mut machen wollte Bundeskanzlerin Angela #Merkel in ihrem Gespräch mit Eltern von Kita- und Schulkindern. 👨‍👩‍👦 Sie machte deutlich, dass #Schulen und #Kitas als erstes wieder geöffnet werden. Mehr Infos: 
👉🏼https://t.co/Sshef77iDs https://t.co/Y50X3aozXv",32,8,30,3,2021,2,4
143,"#Dekade gegen Krebs zeigt Erfolge: Bundesregierung vernetzt Wissenschaft, Krankenhäuser &amp; Praxen. Ergebnisse der Forschung werden geteilt, Fortschritte beschleunigt. @AnjaKarliczek zum #Weltkrebstag: Die Ergebnisse stimmen mich sehr zuversichtlich. 👉🏼https://t.co/13b4We3h5e https://t.co/W8ZW2dLIJJ",6,2,10,1,2021,2,4
144,"Viele Themen werden von #Corona überlagert. Ein Grund mehr, dass der #Weltkrebstag auf das Thema Krebsprävention aufmerksam macht. #IchBinIchUndIchWerde - es kommt auf jeden Einzelnen an: Wer bin ich &amp; was kann ich zur Bekämpfung von Krebs tun? Mitmachen: https://t.co/QnGPklofEC",9,4,18,0,2021,2,4
145,"... ein Hilfs- &amp; Rettungsprogramm für Kulturschaffende, erleichterter Zugang zur Grundsicherung, steuerliche Erleichterung für die Gastronomie &amp; der Weg ist frei für den besseren Schutz unserer Soldatinnen &amp; Soldaten durch die Euro-Drohne."" 2/2 #TeamCDU
👇
https://t.co/icFu5zfM0n",17,5,27,0,2021,2,4
146,".@ArminLaschet zum #Koalitionsausschuss - ""Wir haben in konstruktiven Gesprächen gute Ergebnisse für Deutschland erreicht: Mehr Unterstützung für Kinder &amp; Familien, die unbürokratische Hilfe für Unternehmen durch Anhebung des Verlustrücktrags, ... 1/2 https://t.co/tbUj97Qsf3",42,17,64,5,2021,2,4
147,"#Koalitionsausschuss - Gute Nachrichten für Familien &amp; Unternehmen: Kinderbonus zur Unterstützung von Familien und Anhebung der Verlustrückträge für die Wirtschaft. Damit wir alle gut durch die #Corona-Pandemie kommen. Die Ergebnisse hier im Überblick:
https://t.co/icFu5zfM0n https://t.co/vuBDdbXwhj",48,22,61,4,2021,2,3
148,"Sicher, sauber, bezahlbar: das ist die Energie der #Zukunft. Auf dem Weg dorthin wurde schon viel erreicht: Der Anteil von erneuerbaren Energien steigt auf gut 46 % in 2020. Insgesamt sparen die Deutschen außerdem Energie ein. Mehr Infos: 👉🏼 https://t.co/wQTpokdAo7 https://t.co/9OO494aJv1",203,12,48,28,2021,2,3
149,"Was wir als CDU wollen: Meinungsfreiheit sichern, Rechtssicherheit für Nutzer stärken, Urheber fair und effektiv vergüten, Plattformen in die Pflicht nehmen. #Artikel17 - mehr dazu hier:
https://t.co/QURh5JCICF https://t.co/8bH4QobKxa",223,8,42,19,2021,2,3
150,"Im Gespräch mit @TinaHassel &amp; @BeckerRainald dankt Angela #Merkel den Menschen für die Einhaltung der Corona-Maßnahmen. ABER: Wir müssen noch eine Weile durchhalten, bis wir eine nachhaltige Öffnungsperspektive haben. #gemeinsamgegencorona 
Mehr hier: 
👉🏼https://t.co/UM9D88575t https://t.co/UeX7pVF3zy",95,8,54,4,2021,2,2
151,Hast Du schon Deine Turnschuhe für das Superwahljahr geschnürt &amp; die @connectcdu-App heruntergeladen? Dann registriere Dich jetzt auf https://t.co/NfSq0sDpD1 und werde Teil des #TeamCDU|s zum #Superwahljahr. Denn nur gemeinsam können wir Deutschland zu einem Zukunftsland machen. https://t.co/BdxQUK5v7p,36,4,29,1,2021,2,2
152,"📺 TV-Tipp: Heute, 20:15 Uhr, @DasErste mit einer Sondersendung von ""Farbe bekennen"" mit Angela #Merkel nach der @tagesschau. 
Wie geht es weiter in unserem gemeinsamen Kampf gegen #Corona? Die Bundeskanzlerin stellt sich dazu den Fragen von @TinaHassel und @BeckerRainald.",97,18,57,9,2021,2,2
153,"Da hat sich ein kleiner Fehler eingeschlichen. Wir ersetzen ""geeignet"" durch *geeinigt. Das Thema bleibt jedoch gleich bedeutend, deshalb hier nochmal die Info: 
👉🏼https://t.co/moy7GWZ9VU",23,3,16,2,2021,2,2
154,"Impfen ist ein wichtiger Bestandteil des Weges aus der #Corona Pandemie. Deshalb haben sich Bundesregierung &amp; Ministerpräsidenten gestern beim #Impfgipfel auf das weitere Vorgehen geeignet. Was kommt jetzt genau &amp; was ist neu? Alle Infos zum Nachlesen: 
👉🏼https://t.co/moy7GXgKNs",84,14,34,6,2021,2,2
155,"Liebes #THW, tolle Leistung! Immer im Einsatz für unser Land und seine Menschen. Wir sagen von Herzen: #Danke! ❤️ Eure CDU. #gemeinsamgegencorona https://t.co/7h7ZGuIYDI",7,6,49,0,2021,2,2
156,"Austausch lohnt sich: Impfen muss schneller und planbarer werden. Deshalb neuer Impfplan für Terminvergaben, weitere Unterstützung der Unternehmen für die Produktion. Unser Ziel bleibt, jedem bis Ende des Sommers ein Impfangebot machen zu können. #allegegencorona https://t.co/AeCchxbFTt",119,15,91,2,2021,2,1
157,"Das unterstützen wir! Mit Beginn von #Corona haben sich auch in den sozialen Netzwerken viele Fake-News verbreitet. Doch wie erkenne ich #FakeNews? Wie kann ich mich schützen? Und wo finde ich seriöse Fakten? Ein Tipp von uns, hier finden Sie alle Infos: 👉🏼https://t.co/87KBdGMrTg https://t.co/61eH2OgQXa",43,9,25,7,2021,2,1
158,#Servicetweet: An unsere Freunde in Rheinland-Pfalz. Sie wollen jetzt schon ihre Stimme für @ChBaldauf und die @cdurlp abgeben? 🧐 Kein Problem: Dann machen Sie jetzt direkt #besserBriefwahl. 📩 #wirmachendas https://t.co/6N8RX3VAgX,15,10,45,2,2021,2,1
159,"Die heute bekannt gegebene Kooperation von CureVac und Bayer in der Impfproduktion ist ein gutes Zeichen: Eine höhere und autarke Produktion in Deutschland ist ein wichtiges Zeichen und macht Hoffnung für den heutigen #Impfgipfel. 

Mehr dazu hier: https://t.co/BURQC7Rubr https://t.co/Rq4pEm00LP",120,14,127,17,2021,2,1
160,"Wir freuen uns auf die gemeinsame Arbeit mit unserer Schwesterpartei @CSU am Regierungsprogramm. Es liegen große Herausforderungen vor uns, aber wir sind uns sicher: Als #eineUnion sind wir stark. Packen wir es an! 💪🏼 @Markus_Soeder @MarkusBlume https://t.co/wIVmuibpb1",30,10,67,2,2021,2,1
161,"#Registermodernisierungsgesetz? Klingt altbacken, ist aber ziemlich modern und ein großer Schritt auf dem Weg zur digitalen #Verwaltung. Behörden können sich #digital besser untereinander austauschen. Bürgerinnen und Bürger sparen damit vor allem Zeit. 
👉🏼https://t.co/PHOeIfHBWa https://t.co/0QSaP8nbMn",28,7,55,1,2021,2,1
162,"Gute Medizin braucht weit mehr als Arzt &amp; Ärztin. Nach der Pflegereform werden jetzt auch die Berufe in der medizinischen Technologie aufgewertet. Wer eine MTA-Ausbildung (Medizinisch-Technische Assistenz) beginnt, bezahlt künftig kein Schuldgeld mehr.
👇
https://t.co/7JHFQZhHKD",21,3,25,2,2021,1,31
163,"Unser #Gesundheitssystem wird von Frauen und Männern getragen, die täglich alles für uns geben. Deswegen machen wir jetzt die Berufe der medizinischen Technologie attraktiver, damit sich mehr dafür entscheiden! #MTA-Reformgesetz #wegenmorgen 👉🏼https://t.co/643JywSkyY https://t.co/AV0wKIiHoe",38,8,65,5,2021,1,31
164,"Wir empfehlen @TschenPe die Lektüre des heutigen @fr-Interviews von @PaulZiemiak: „Meine Erwartung und die Erwartungshaltung der meisten Menschen in Deutschland ist sehr klar: Jetzt ist nicht die Zeit zum (öffentlichen) Streiten, sondern zum entschlossenen Handeln.“ https://t.co/FF2lovAYmV",158,12,71,28,2021,1,30
165,"🗞️ #Lesetipp! Unser Generalsekretär @PaulZiemiak hat im Interview mit der @fr über Verantwortung, die richtige Zeit für Wahlkampf und die 20er Jahre als Modernisierungsjahrzehnt für 🇩🇪 gesprochen. 
👇
https://t.co/oQ42GgqWEB",26,6,37,2,2021,1,30
166,"„Wir wollen #Familien stärken. Es gibt aber Situationen, da brauchen Kinder und Jugendliche ganz konkret die Unterstützung des Staates.“ So erläutert @MarcusWeinberg das Anliegen vom neuen Kinder- und #Jugendstärkungsgesetz, das am Freitag im #Bundestag beraten wurde. https://t.co/EJwfsKZ6UA",48,5,39,4,2021,1,30
